z,MAG_AUTO_G,MAG_AUTO_R,MAG_AUTO_I,MAG_AUTO_Z
0.5995538,22.4419002532959,20.721599578857422,19.861400604248047,19.4507999420166
0.08553583,18.134199142456055,17.640499114990234,17.416200637817383,17.2677001953125
0.5073667,21.588199615478516,19.77560043334961,19.018699645996094,18.56450080871582
0.7538894,19.227699279785156,19.1112003326416,19.103200912475586,18.99139976501465
0.09559125,17.08099937438965,16.18160057067871,15.790300369262695,15.497300148010254
0.5751293,21.877300262451172,20.202699661254883,19.319000244140625,18.96419906616211
0.1737363,19.096200942993164,18.254600524902344,17.855600357055664,17.610599517822266
0.09195401,18.244400024414062,17.409099578857422,17.015499114990234,16.73200035095215
0.5027475,21.82830047607422,20.197099685668945,19.46619987487793,19.034900665283203
0.4328668,20.665599822998047,18.909000396728516,18.332799911499023,17.9596004486084
0.5939474,22.55620002746582,20.7278995513916,19.799400329589844,19.388399124145508
0.1992337,19.14889907836914,17.983699798583984,17.49449920654297,17.14080047607422
0.1489251,18.305200576782227,17.247499465942383,16.853599548339844,16.533300399780273
0.06228528,18.64069938659668,18.272499084472656,18.130199432373047,18.02389907836914
0.05291212,17.33690071105957,16.507600784301758,16.16699981689453,15.892900466918945
0.212414,18.73349952697754,17.546899795532227,17.13089942932129,16.833200454711914
0.4393573,21.68400001525879,19.95479965209961,19.341299057006836,18.97010040283203
0.09848482,19.002199172973633,18.556900024414062,18.272199630737305,18.13759994506836
0.5066183,21.862600326538086,20.1968994140625,19.46030044555664,19.021099090576172
0.6120639,21.599199295043945,20.225500106811523,19.471900939941406,19.122900009155273
0.4908993,21.98080062866211,20.062400817871094,19.30229949951172,18.887100219726562
0.1057357,17.935699462890625,17.284799575805664,16.936399459838867,16.706600189208984
0.09844808,17.481000900268555,16.601299285888672,16.220199584960938,15.948100090026855
0.5153044,22.31559944152832,20.50950050354004,19.7539005279541,19.364900588989258
0.1080157,17.5231990814209,16.95709991455078,16.618999481201172,16.448299407958984
0.1133264,18.278499603271484,17.40519905090332,17.045499801635742,16.78619956970215
0.5273389,21.47369956970215,19.97209930419922,19.409299850463867,19.033899307250977
0.09046548,18.208099365234375,17.728300094604492,17.4960994720459,17.375600814819336
0.5868413,22.248300552368164,20.434200286865234,19.617599487304688,19.22960090637207
0.1635514,19.94890022277832,18.954200744628906,18.59709930419922,18.32200050354004
0.5803889,22.854900360107422,20.927600860595703,20.096099853515625,19.712499618530273
0.545604,22.047199249267578,20.339099884033203,19.556900024414062,19.21809959411621
0.06084904,17.016700744628906,16.27680015563965,15.974900245666504,15.741000175476074
0.08267733,16.937000274658203,16.134199142456055,15.77340030670166,15.497900009155273
0.5787197,21.278200149536133,19.556499481201172,18.89229965209961,18.60409927368164
0.2302354,18.63789939880371,17.701200485229492,17.308000564575195,17.05270004272461
0.3411675,20.434200286865234,18.828800201416016,18.28219985961914,17.956300735473633
0.1501084,19.067899703979492,18.415800094604492,18.05069923400879,17.875499725341797
0.4419682,21.44059944152832,19.705799102783203,19.110700607299805,18.736799240112305
0.6462692,19.771299362182617,19.70669937133789,19.5757999420166,19.537500381469727
0.5795656,21.73259925842285,19.826799392700195,18.957199096679688,18.502099990844727
0.3393458,20.01959991455078,19.475200653076172,19.386600494384766,19.10260009765625
0.5957839,22.00510025024414,20.137300491333008,19.26180076599121,18.86549949645996
0.5730788,22.41710090637207,20.753000259399414,19.902099609375,19.50349998474121
0.5806859,22.26889991760254,20.352100372314453,19.38920021057129,18.930700302124023
0.4923255,22.600200653076172,20.79170036315918,20.041000366210938,19.653900146484375
0.09434853,17.487300872802734,16.963600158691406,16.64310073852539,16.49489974975586
0.04667488,18.961200714111328,18.59160041809082,18.44070053100586,18.297300338745117
0.4795644,22.00779914855957,19.903900146484375,19.215599060058594,18.82740020751953
0.5522431,22.8435001373291,21.104900360107422,20.318700790405273,19.947900772094727
0.4002145,20.70439910888672,19.07200050354004,18.556100845336914,18.20039939880371
0.296962,19.51849937438965,18.030500411987305,17.557100296020508,17.270700454711914
0.1095373,16.72800064086914,16.20319938659668,15.901700019836426,15.734000205993652
0.08386328,18.526399612426758,17.747299194335938,17.402599334716797,17.15719985961914
0.3664639,20.659799575805664,18.8356990814209,18.20560073852539,17.860200881958008
0.2081769,18.738000869750977,17.567399978637695,17.143600463867188,16.847999572753906
0.3851653,20.88610076904297,19.206199645996094,18.64940071105957,18.340299606323242
0.1205603,18.00830078125,17.542699813842773,17.241300582885742,17.12459945678711
0.1949796,17.976600646972656,16.76300048828125,16.334400177001953,16.009300231933594
0.6669725,22.58300018310547,20.768800735473633,19.802799224853516,19.404699325561523
0.4000376,20.73550033569336,18.971399307250977,18.414100646972656,18.109800338745117
0.6324975,20.006000518798828,19.905000686645508,19.550100326538086,19.391300201416016
0.5156747,21.400800704956055,20.097700119018555,19.565900802612305,19.2185001373291
0.407483,20.698999404907227,18.924800872802734,18.368600845336914,18.02750015258789
0.08423371,18.660400390625,18.1781005859375,17.911100387573242,17.779300689697266
0.3664738,20.410200119018555,18.772499084472656,18.230300903320312,17.90130043029785
0.1044654,17.117599487304688,16.659799575805664,16.380699157714844,16.22559928894043
0.1089842,17.828899383544922,17.24329948425293,16.94969940185547,16.769100189208984
0.5478878,21.99489974975586,20.28660011291504,19.541400909423828,19.18320083618164
0.08380023,18.522199630737305,17.598100662231445,17.207700729370117,16.923099517822266
0.1437313,19.523300170898438,18.712299346923828,18.32859992980957,18.07509994506836
0.3336617,20.286500930786133,18.680599212646484,18.16469955444336,17.867300033569336
0.5284159,20.06130027770996,19.967599868774414,19.60379981994629,19.348499298095703
0.1909902,19.970500946044922,19.049400329589844,18.612300872802734,18.354900360107422
0.1675097,18.277799606323242,17.18869972229004,16.764400482177734,16.452899932861328
0.4791348,21.569400787353516,19.63559913635254,18.92620086669922,18.525299072265625
0.08551861,18.527099609375,17.64780044555664,17.271799087524414,17.001399993896484
0.2190491,17.865400314331055,16.943899154663086,16.542200088500977,16.28809928894043
0.3631945,20.710399627685547,18.957000732421875,18.413700103759766,18.09149932861328
0.05258193,16.63559913635254,15.791899681091309,15.42650032043457,15.145899772644043
0.4532215,21.552799224853516,19.73080062866211,19.084299087524414,18.700700759887695
0.5313574,21.862199783325195,20.365800857543945,19.757099151611328,19.382200241088867
0.3451647,19.85919952392578,18.570600509643555,18.09040069580078,17.819400787353516
0.1106161,17.529399871826172,16.87529945373535,16.56060028076172,16.35890007019043
0.2682563,21.135799407958984,19.779399871826172,19.318599700927734,19.048599243164062
0.4363821,21.25160026550293,19.410499572753906,18.81450080871582,18.458499908447266
0.02177868,17.45709991455078,17.180299758911133,17.091400146484375,16.96769905090332
0.4362129,20.75830078125,19.3169002532959,18.73819923400879,18.413700103759766
0.3288516,21.112300872802734,19.395099639892578,18.843599319458008,18.513099670410156
0.4126602,22.2268009185791,20.72879981994629,20.063600540161133,19.654699325561523
0.1137751,17.81450080871582,17.291900634765625,16.99720001220703,16.852399826049805
0.08415275,17.014699935913086,16.199800491333008,15.869600296020508,15.595600128173828
0.1959056,18.680299758911133,17.846399307250977,17.474199295043945,17.239599227905273
0.09711629,17.30620002746582,16.399200439453125,16.02739906311035,15.72439956665039
0.08475401,18.01609992980957,17.08060073852539,16.679399490356445,16.39080047607422
0.2405702,20.258499145507812,18.8617000579834,18.28580093383789,17.847900390625
0.4053084,20.697799682617188,19.0137996673584,18.467199325561523,18.135499954223633
0.2810056,19.251699447631836,17.871999740600586,17.414100646972656,17.101600646972656
0.5415837,22.090900421142578,20.517799377441406,19.8439998626709,19.53230094909668
0.1157463,17.393699645996094,16.59600067138672,16.303300857543945,16.081100463867188
0.1473995,18.632400512695312,17.61829948425293,17.218900680541992,16.916900634765625
0.4791333,21.80459976196289,20.04010009765625,19.326799392700195,19.010000228881836
0.4889975,22.577499389648438,20.73889923095703,19.997600555419922,19.633100509643555
0.2591681,19.660400390625,18.305099487304688,17.85099983215332,17.52400016784668
0.5582837,22.410999298095703,20.631000518798828,19.859899520874023,19.44930076599121
0.05591183,16.896499633789062,16.03849983215332,15.633600234985352,15.302900314331055
0.4905759,21.862499237060547,20.22319984436035,19.535200119018555,19.215999603271484
0.4143443,21.108200073242188,19.266700744628906,18.659700393676758,18.306900024414062
0.465174,21.40719985961914,19.677400588989258,19.0674991607666,18.74959945678711
0.525473,22.134199142456055,20.381900787353516,19.626100540161133,19.231599807739258
0.532591,22.440799713134766,20.606800079345703,19.8257999420166,19.42729949951172
0.05449367,17.256900787353516,16.416000366210938,16.066600799560547,15.796199798583984
0.132976,19.14940071105957,18.212799072265625,17.802600860595703,17.50659942626953
0.2124868,19.460599899291992,18.55030059814453,18.167600631713867,17.938600540161133
0.06168215,17.4060001373291,16.9375,16.756099700927734,16.59779930114746
0.1253843,18.65489959716797,17.81089973449707,17.4601993560791,17.231000900268555
0.2017762,20.092599868774414,19.111400604248047,18.70050048828125,18.42169952392578
0.5613821,21.86400032043457,20.30470085144043,19.53070068359375,19.133899688720703
0.3055059,20.23940086364746,18.737300872802734,18.22719955444336,17.907800674438477
0.2199845,18.90369987487793,17.854299545288086,17.43549919128418,17.158100128173828
0.2875104,20.377099990844727,19.525800704956055,19.059499740600586,18.850299835205078
0.6753244,20.73509979248047,20.564599990844727,20.060199737548828,19.882999420166016
0.1796727,19.375699996948242,19.005800247192383,18.776899337768555,18.756000518798828
0.5566499,21.249399185180664,20.07710075378418,19.531999588012695,19.240400314331055
0.3334984,20.990400314331055,19.442399978637695,18.91629981994629,18.587400436401367
0.1508202,18.211700439453125,17.147499084472656,16.700599670410156,16.363800048828125
0.2734044,19.835899353027344,18.388999938964844,17.924100875854492,17.611099243164062
0.332967,20.113500595092773,18.55139923095703,18.031600952148438,17.70549964904785
0.1859729,18.044599533081055,16.854799270629883,16.438199996948242,16.115299224853516
0.4386821,21.65369987487793,19.901199340820312,19.288799285888672,18.924800872802734
0.08818116,18.85890007019043,18.36090087890625,18.13170051574707,18.027599334716797
0.4861119,21.95949935913086,20.2593994140625,19.50670051574707,19.119600296020508
0.4609295,21.792400360107422,20.006500244140625,19.347299575805664,18.956199645996094
0.5305282,22.366500854492188,20.516599655151367,19.640100479125977,19.175199508666992
0.1396877,18.332700729370117,17.423500061035156,17.060400009155273,16.795400619506836
0.3912845,20.8966007232666,19.332000732421875,18.756099700927734,18.34040069580078
0.2376706,18.818300247192383,17.46980094909668,17.01799964904785,16.713899612426758
0.5369386,21.900800704956055,20.3794002532959,19.68869972229004,19.288400650024414
0.2340661,19.08639907836914,17.7992000579834,17.372400283813477,17.032499313354492
0.1880235,19.04330062866211,18.62700080871582,18.36050033569336,18.318199157714844
0.3993343,21.121599197387695,19.41390037536621,18.836000442504883,18.488500595092773
0.2327769,19.909900665283203,18.90570068359375,18.483999252319336,18.2322998046875
0.1375511,18.032899856567383,17.14620018005371,16.787599563598633,16.513999938964844
0.4097991,20.3533992767334,19.36590003967285,19.004899978637695,18.606300354003906
0.05745792,17.241500854492188,16.542200088500977,16.22719955444336,15.97719955444336
0.09873959,17.70199966430664,17.31100082397461,17.070499420166016,16.957599639892578
0.1374015,19.171499252319336,18.524700164794922,18.20870018005371,18.038299560546875
0.2881793,20.031299591064453,18.587299346923828,18.074399948120117,17.75779914855957
0.3982347,21.117300033569336,19.358999252319336,18.730199813842773,18.349899291992188
0.4201799,21.148799896240234,19.38920021057129,18.826099395751953,18.478599548339844
0.5031866,21.524900436401367,20.120500564575195,19.62380027770996,19.2091007232666
0.454653,21.105100631713867,19.817800521850586,19.22610092163086,18.89859962463379
0.2251431,19.66860008239746,18.998899459838867,18.71030044555664,18.563400268554688
0.1919598,18.609899520874023,18.00909996032715,17.66900062561035,17.50469970703125
0.1494138,18.20709991455078,17.166799545288086,16.787599563598633,16.471799850463867
0.1372246,18.342300415039062,17.749000549316406,17.44070053100586,17.269399642944336
0.08237232,18.215700149536133,17.71470069885254,17.476999282836914,17.334699630737305
0.1106092,17.805599212646484,16.798799514770508,16.330400466918945,16.00950050354004
0.6415851,23.137300491333008,21.236600875854492,20.194799423217773,19.7731990814209
0.4991421,21.905399322509766,20.382299423217773,19.781600952148438,19.376399993896484
0.1812767,19.901199340820312,19.265100479125977,19.00979995727539,18.880199432373047
0.3010771,20.936899185180664,19.35070037841797,18.750099182128906,18.354900360107422
0.2367556,19.671499252319336,18.274700164794922,17.81060028076172,17.505800247192383
0.6052439,22.416200637817383,20.65839958190918,19.729400634765625,19.285499572753906
0.4343546,21.671199798583984,20.030899047851562,19.44860076904297,19.10070037841797
0.4690024,21.30470085144043,19.609600067138672,18.95240020751953,18.603900909423828
0.327752,21.94260025024414,20.46139907836914,19.892200469970703,19.491899490356445
0.1335747,18.052499771118164,17.17919921875,16.768299102783203,16.47879981994629
0.1357048,17.719499588012695,16.70840072631836,16.307199478149414,16.01020050048828
0.5080698,22.00550079345703,20.28689956665039,19.552900314331055,19.161699295043945
0.08455953,18.484800338745117,18.006099700927734,17.780799865722656,17.627300262451172
0.09087191,18.29330062866211,17.75079917907715,17.483200073242188,17.323200225830078
0.05511312,17.19860076904297,16.884700775146484,16.782699584960938,16.674100875854492
0.1884393,18.182300567626953,17.021099090576172,16.61199951171875,16.288999557495117
0.588502,21.555700302124023,20.46269989013672,19.83099937438965,19.498600006103516
0.6002997,20.757099151611328,20.088199615478516,19.61829948425293,19.371999740600586
0.1086649,19.299100875854492,18.89310073852539,18.641399383544922,18.52910041809082
0.3594967,20.28660011291504,19.414899826049805,19.08839988708496,18.78890037536621
0.09673201,19.24810028076172,18.95509910583496,18.766199111938477,18.65290069580078
0.5812993,21.74570083618164,20.37649917602539,19.6200008392334,19.242599487304688
0.3703164,20.866500854492188,19.11079978942871,18.539899826049805,18.230899810791016
0.5512686,22.00979995727539,20.729799270629883,20.084999084472656,19.742000579833984
0.5695631,21.520299911499023,20.1658992767334,19.610700607299805,19.26219940185547
0.5375178,22.514299392700195,20.536399841308594,19.773099899291992,19.373899459838867
0.2445141,19.862600326538086,18.51849937438965,18.087200164794922,17.782400131225586
0.1135426,18.492799758911133,17.546100616455078,17.166400909423828,16.880800247192383
0.3747838,21.113100051879883,19.36210060119629,18.797500610351562,18.479799270629883
0.5021172,21.56719970703125,20.077999114990234,19.458200454711914,19.111099243164062
0.0602038,19.040199279785156,18.63949966430664,18.530099868774414,18.418699264526367
0.5698988,22.445100784301758,20.686599731445312,19.841800689697266,19.415700912475586
0.5999853,22.109899520874023,20.455699920654297,19.58989906311035,19.21470069885254
0.2139678,19.048999786376953,17.79159927368164,17.34869956970215,17.03350067138672
0.5666067,18.871000289916992,18.99570083618164,18.89349937438965,18.91939926147461
0.1492997,19.509300231933594,18.567699432373047,18.17060089111328,17.89069938659668
0.08061369,17.277700424194336,16.86590003967285,16.662700653076172,16.538799285888672
0.5092136,21.42620086669922,19.838699340820312,19.204500198364258,18.85740089416504
0.3332872,20.59480094909668,19.05299949645996,18.52440071105957,18.193899154663086
0.1972986,19.33639907836914,18.813600540161133,18.548599243164062,18.472000122070312
0.538756,21.865999221801758,20.397899627685547,19.642900466918945,19.243200302124023
0.3641173,20.88759994506836,19.185100555419922,18.592199325561523,18.26409912109375
0.4814453,20.74340057373047,19.14229965209961,18.566200256347656,18.170499801635742
0.04983279,17.90839958190918,17.134700775146484,16.79050064086914,16.521400451660156
0.5465329,22.234500885009766,20.403600692749023,19.6289005279541,19.228300094604492
0.6351961,22.565799713134766,20.75860023498535,19.809999465942383,19.3799991607666
0.1146684,18.373600006103516,17.68470001220703,17.341699600219727,17.128400802612305
0.4922965,22.32430076599121,20.382699966430664,19.675399780273438,19.2726993560791
0.4835356,20.929000854492188,19.40719985961914,18.809799194335938,18.438100814819336
0.1169073,18.572099685668945,17.907499313354492,17.566499710083008,17.39229965209961
0.1253541,18.051700592041016,17.28230094909668,16.882999420166016,16.633699417114258
0.07568823,17.783100128173828,17.077899932861328,16.756799697875977,16.513399124145508
0.09073907,17.812700271606445,17.046600341796875,16.693199157714844,16.449899673461914
0.6470057,22.078699111938477,20.46419906616211,19.451900482177734,19.045799255371094
0.05281704,17.547100067138672,17.234100341796875,17.11370086669922,17.000699996948242
0.4821165,21.8572998046875,20.225900650024414,19.594200134277344,19.200899124145508
0.5508702,21.648700714111328,19.886499404907227,19.157400131225586,18.78730010986328
0.3855896,19.760900497436523,19.512300491333008,19.29829978942871,18.807300567626953
0.5014424,22.657499313354492,20.713499069213867,19.992799758911133,19.607799530029297
0.2054491,18.273500442504883,17.407699584960938,17.029699325561523,16.78660011291504
0.1469011,17.97170066833496,17.22330093383789,16.867599487304688,16.638599395751953
0.6594025,22.74340057373047,20.661100387573242,19.530000686645508,19.07659912109375
0.5448254,19.966999053955078,19.68869972229004,19.4375,19.274499893188477
0.09973623,19.077600479125977,18.708499908447266,18.476699829101562,18.36669921875
0.1712489,18.365800857543945,17.28700065612793,16.916000366210938,16.611400604248047
0.5578692,22.54949951171875,20.7052001953125,19.843599319458008,19.45829963684082
0.4447131,20.020000457763672,19.579200744628906,19.36669921875,19.021699905395508
0.2790295,20.407100677490234,19.03380012512207,18.501800537109375,18.147300720214844
0.5168341,21.519100189208984,20.648099899291992,20.25189971923828,19.978900909423828
0.1493714,19.667999267578125,18.87220001220703,18.492599487304688,18.229299545288086
0.302222,19.688499450683594,18.191099166870117,17.70989990234375,17.40329933166504
0.5820369,21.926000595092773,20.258399963378906,19.404399871826172,18.9606990814209
