train_loss,test_loss,mse_train,mse_test
1.5256880521774292,1.416015625,1.0380452871322632,0.9765215516090393
1.5215054750442505,1.4168192148208618,1.0325506925582886,0.976928174495697
1.5173321962356567,1.4178062677383423,1.027063012123108,0.9774933457374573
1.513167381286621,1.4189339876174927,1.0215802192687988,0.9781044125556946
1.5090121030807495,1.4201745986938477,1.0161017179489136,0.9786869287490845
1.504866600036621,1.4214775562286377,1.0106266736984253,0.9791886806488037
1.500731110572815,1.4228241443634033,1.0051567554473877,0.9796185493469238
1.4966046810150146,1.4241622686386108,0.9996917843818665,0.979944109916687
1.4924900531768799,1.4254508018493652,0.9942362904548645,0.9801298379898071
1.4883899688720703,1.426658272743225,0.9887943863868713,0.9801521301269531
1.4843040704727173,1.4277613162994385,0.9833669066429138,0.9800177216529846
1.4802325963974,1.4287561178207397,0.9779563546180725,0.9797167181968689
1.4761754274368286,1.429634928703308,0.9725620746612549,0.9792171716690063
1.4721336364746094,1.4303739070892334,0.9671865105628967,0.9784815907478333
1.468106746673584,1.4309488534927368,0.9618306159973145,0.9774808287620544
1.464094877243042,1.4313349723815918,0.9564972519874573,0.9761866331100464
1.4600998163223267,1.431514859199524,0.9511891007423401,0.9745760560035706
1.4561200141906738,1.4314767122268677,0.9459060430526733,0.9726270437240601
1.4521559476852417,1.4312089681625366,0.9406484365463257,0.9703192114830017
1.4482076168060303,1.4307012557983398,0.935418426990509,0.9676368236541748
1.4442741870880127,1.4299488067626953,0.9302168488502502,0.9645697474479675
1.4403564929962158,1.4289449453353882,0.9250455498695374,0.9611104130744934
1.4364535808563232,1.4276858568191528,0.9199053645133972,0.9572629332542419
1.432564616203308,1.4261653423309326,0.9147958755493164,0.9530288577079773
1.4286885261535645,1.4243913888931274,0.9097172617912292,0.9484231472015381
1.424826741218567,1.4223740100860596,0.9046716094017029,0.9434642791748047
1.4209794998168945,1.4201281070709229,0.8996581435203552,0.938172459602356
1.41714608669281,1.4176627397537231,0.8946776390075684,0.9325700998306274
1.4133265018463135,1.4149936437606812,0.8897305130958557,0.9266900420188904
1.4095216989517212,1.4121291637420654,0.8848179578781128,0.9205513596534729
1.4057320356369019,1.4090826511383057,0.8799406290054321,0.9141823649406433
1.4019570350646973,1.4058749675750732,0.8750978112220764,0.9076218008995056
1.3981966972351074,1.4025226831436157,0.8702893257141113,0.9009050726890564
1.3944512605667114,1.3990460634231567,0.8655149936676025,0.894069254398346
1.390720009803772,1.395459771156311,0.8607749342918396,0.8871414661407471
1.3870031833648682,1.391780138015747,0.8560669422149658,0.8801546692848206
1.3833006620407104,1.388026237487793,0.8513902425765991,0.8731488585472107
1.379612684249878,1.3842061758041382,0.8467456698417664,0.8661415576934814
1.375937819480896,1.3803373575210571,0.8421305418014526,0.8591589331626892
1.3722758293151855,1.3764288425445557,0.837543785572052,0.8522140979766846
1.3686270713806152,1.3724911212921143,0.8329854607582092,0.8453328609466553
1.3649905920028687,1.3685379028320312,0.8284544944763184,0.8385365009307861
1.3613661527633667,1.364578366279602,0.8239507675170898,0.831838846206665
1.3577542304992676,1.360619306564331,0.8194726705551147,0.8252540230751038
1.3541539907455444,1.3566701412200928,0.8150203227996826,0.818795919418335
1.3505643606185913,1.3527326583862305,0.8105906248092651,0.8124656677246094
1.3469849824905396,1.34880793094635,0.8061825037002563,0.8062619566917419
1.34341561794281,1.3448996543884277,0.8017945885658264,0.8001885414123535
1.339855432510376,1.3410100936889648,0.7974256873130798,0.7942478656768799
1.336304783821106,1.3371413946151733,0.793075442314148,0.7884374260902405
1.3327630758285522,1.333296537399292,0.7887436151504517,0.7827588319778442
1.3292301893234253,1.329472541809082,0.7844282984733582,0.7772035002708435
1.325704574584961,1.325667381286621,0.7801271677017212,0.7717627882957458
1.3221852779388428,1.321881890296936,0.7758392691612244,0.766431450843811
1.3186732530593872,1.3181127309799194,0.7715641856193542,0.7612008452415466
1.31516695022583,1.3143589496612549,0.7672988772392273,0.7560645937919617
1.3116647005081177,1.3106201887130737,0.7630400061607361,0.7510147094726562
1.3081668615341187,1.3068950176239014,0.7587870359420776,0.7460465431213379
1.3046718835830688,1.30318021774292,0.7545369267463684,0.7411527633666992
1.301179051399231,1.2994738817214966,0.7502869963645935,0.7363267540931702
1.2976893186569214,1.2957733869552612,0.746038556098938,0.731559157371521
1.2942019701004028,1.2920790910720825,0.7417899966239929,0.7268455624580383
1.2907168865203857,1.288386583328247,0.7375382781028748,0.7221811413764954
1.2872339487075806,1.2846953868865967,0.7332819700241089,0.7175605297088623
1.283753752708435,1.2810059785842896,0.7290214896202087,0.7129802107810974
1.2802778482437134,1.2773188352584839,0.7247603535652161,0.7084382176399231
1.2768069505691528,1.2736300230026245,0.7205002903938293,0.7039279341697693
1.2733416557312012,1.2699453830718994,0.7162440419197083,0.6994527578353882
1.2698835134506226,1.2662601470947266,0.7119953632354736,0.6950061917304993
1.2664318084716797,1.2625807523727417,0.7077552676200867,0.6905913352966309
1.2629873752593994,1.2589019536972046,0.7035269141197205,0.686203122138977
1.2595511674880981,1.2552284002304077,0.6993120908737183,0.6818400025367737
1.256123661994934,1.2515617609024048,0.6951111555099487,0.677502453327179
1.2527064085006714,1.2479054927825928,0.69092857837677,0.6731936931610107
1.249301791191101,1.2442601919174194,0.6867676973342896,0.6689155101776123
1.2459107637405396,1.2406280040740967,0.6826316118240356,0.664670467376709
1.242533564567566,1.2370126247406006,0.6785210967063904,0.6604601740837097
1.2391713857650757,1.2334181070327759,0.6744390726089478,0.6562884449958801
1.235826015472412,1.2298436164855957,0.6703885197639465,0.6521563529968262
1.2324981689453125,1.2262907028198242,0.6663718819618225,0.6480673551559448
1.2291861772537231,1.2227574586868286,0.6623892188072205,0.644020676612854
1.2258909940719604,1.219251275062561,0.6584438681602478,0.6400233507156372
1.2226132154464722,1.2157666683197021,0.6545377373695374,0.6360710859298706
1.2193512916564941,1.2123050689697266,0.6506708264350891,0.6321679949760437
1.2161064147949219,1.2088754177093506,0.6468449234962463,0.6283218860626221
1.2128781080245972,1.2054723501205444,0.6430606245994568,0.6245303750038147
1.209665298461914,1.2020984888076782,0.6393178701400757,0.6207961440086365
1.2064679861068726,1.1987524032592773,0.6356173753738403,0.6171215772628784
1.2032849788665771,1.1954365968704224,0.6319596171379089,0.6135088205337524
1.2001153230667114,1.1921547651290894,0.6283434629440308,0.6099615693092346
1.1969572305679321,1.1888993978500366,0.6247684359550476,0.6064745783805847
1.193808913230896,1.1856653690338135,0.6212331652641296,0.6030451655387878
1.1906687021255493,1.1824626922607422,0.6177361011505127,0.5996795296669006
1.1875357627868652,1.1792765855789185,0.6142764687538147,0.5963679552078247
1.1844098567962646,1.176108717918396,0.6108542680740356,0.5931116938591003
1.1812890768051147,1.1729618310928345,0.6074679493904114,0.5899096727371216
1.1781716346740723,1.169840693473816,0.6041165590286255,0.5867671966552734
1.1750564575195312,1.1667399406433105,0.6007991433143616,0.58367520570755
1.1719427108764648,1.1636500358581543,0.5975147485733032,0.5806294083595276
1.1688297986984253,1.1605772972106934,0.5942623615264893,0.577632486820221
1.1657167673110962,1.157515048980713,0.5910410284996033,0.574676513671875
1.162603735923767,1.1544495820999146,0.5878506302833557,0.5717555284500122
1.1594892740249634,1.151397943496704,0.584690272808075,0.5688779950141907
1.1563725471496582,1.1483360528945923,0.5815590023994446,0.5660285353660583
1.153252363204956,1.145287275314331,0.5784558653831482,0.5632186532020569
1.150128960609436,1.1422500610351562,0.575380802154541,0.5604461431503296
1.1470013856887817,1.139215111732483,0.572333574295044,0.5577036142349243
1.1438690423965454,1.1361863613128662,0.5693133473396301,0.5549933910369873
1.1407314538955688,1.1331555843353271,0.5663193464279175,0.552306592464447
1.1375877857208252,1.1301202774047852,0.5633509159088135,0.5496441721916199
1.1344376802444458,1.1270747184753418,0.5604085922241211,0.5470030307769775
1.1312810182571411,1.1240321397781372,0.5574916005134583,0.5443874597549438
1.128117322921753,1.1209957599639893,0.5545994639396667,0.5417998433113098
1.1249462366104126,1.117954134941101,0.5517317652702332,0.5392331480979919
1.121767520904541,1.1148934364318848,0.5488888025283813,0.5366808176040649
1.1185810565948486,1.1118316650390625,0.5460700988769531,0.5341532230377197
1.1153866052627563,1.1087552309036255,0.5432753562927246,0.531639575958252
1.1121841669082642,1.1056716442108154,0.5405047535896301,0.529141366481781
1.1089744567871094,1.1025806665420532,0.5377577543258667,0.5266612768173218
1.1057567596435547,1.0994740724563599,0.535033643245697,0.5241932272911072
1.102530598640442,1.0963611602783203,0.5323317050933838,0.521739661693573
1.0992969274520874,1.093244194984436,0.5296517014503479,0.5193027257919312
1.0960553884506226,1.0901414155960083,0.5269936919212341,0.5168861746788025
1.0928064584732056,1.087031602859497,0.5243566036224365,0.5144818425178528
1.0895507335662842,1.0839060544967651,0.5217394828796387,0.5120877027511597
1.0862886905670166,1.0807641744613647,0.5191428661346436,0.5097028017044067
1.0830204486846924,1.0776276588439941,0.5165662169456482,0.5073329210281372
1.079746961593628,1.0744858980178833,0.5140084624290466,0.5049763917922974
1.0764683485031128,1.0713459253311157,0.5114686489105225,0.5026355981826782
1.0731852054595947,1.0681960582733154,0.5089459419250488,0.5003056526184082
1.069898247718811,1.0650523900985718,0.5064396858215332,0.4979878067970276
1.066607117652893,1.0619150400161743,0.5039487481117249,0.49568432569503784
1.0633121728897095,1.058758020401001,0.501471996307373,0.4933895766735077
1.0600141286849976,1.0555965900421143,0.4990086257457733,0.49110573530197144
1.0567127466201782,1.052425503730774,0.49655717611312866,0.4888315796852112
1.0534093379974365,1.0492408275604248,0.4941166639328003,0.486564964056015
1.0501052141189575,1.046067237854004,0.49168556928634644,0.48430782556533813
1.0467997789382935,1.042908787727356,0.48926278948783875,0.48205888271331787
1.0434925556182861,1.0397531986236572,0.4868468940258026,0.4798148274421692
1.040184497833252,1.0365816354751587,0.484436571598053,0.47756829857826233
1.0368766784667969,1.0334099531173706,0.48203086853027344,0.47532689571380615
1.0335693359375,1.0302265882492065,0.47962820529937744,0.47308671474456787
1.0302618741989136,1.027047038078308,0.4772270619869232,0.47084808349609375
1.026955008506775,1.023879885673523,0.47482696175575256,0.4686101973056793
1.023648977279663,1.0206929445266724,0.4724271893501282,0.46637028455734253
1.0203436613082886,1.0174920558929443,0.47002696990966797,0.46412909030914307
1.0170390605926514,1.0142863988876343,0.4676263928413391,0.4618855118751526
1.0137355327606201,1.0110841989517212,0.4652254283428192,0.45964184403419495
1.010432481765747,1.0078753232955933,0.4628238081932068,0.4573993980884552
1.00713050365448,1.0046545267105103,0.4604227840900421,0.45516103506088257
1.003829836845398,1.0014536380767822,0.45802345871925354,0.4529312551021576
1.00053071975708,0.9982547163963318,0.4556269645690918,0.45070838928222656
0.997234046459198,0.9950743913650513,0.4532337486743927,0.448498398065567
0.9939395785331726,0.9919170141220093,0.45084524154663086,0.4462980628013611
0.9906471967697144,0.9887683391571045,0.44846203923225403,0.4441084563732147
0.9873571991920471,0.9856324195861816,0.44608592987060547,0.4419291019439697
0.9840694069862366,0.982481837272644,0.4437181353569031,0.4397598206996918
0.9807846546173096,0.9793424010276794,0.44135943055152893,0.4376039206981659
0.9775035977363586,0.976189911365509,0.4390105605125427,0.43546146154403687
0.9742259979248047,0.9730287194252014,0.43667250871658325,0.433336466550827
0.9709519743919373,0.969857394695282,0.43434658646583557,0.43122515082359314
0.9676817655563354,0.9666767716407776,0.4320334494113922,0.42912864685058594
0.9644151926040649,0.9635264873504639,0.4297342896461487,0.4270472824573517
0.9611521363258362,0.9603726863861084,0.42744922637939453,0.42497679591178894
0.9578935503959656,0.9572255611419678,0.42517849802970886,0.42291778326034546
0.9546391367912292,0.954101026058197,0.4229223430156708,0.42087265849113464
0.9513890743255615,0.9509801864624023,0.4206812381744385,0.4188389182090759
0.9481432437896729,0.9478585124015808,0.4184558093547821,0.4168156385421753
0.9449026584625244,0.9447476863861084,0.4162459373474121,0.414804071187973
0.9416665434837341,0.9416250586509705,0.4140518307685852,0.4128056466579437
0.938434362411499,0.9384912252426147,0.41187357902526855,0.4108184576034546
0.9352060556411743,0.9353591799736023,0.40971124172210693,0.4088435471057892
0.9319813251495361,0.9322105050086975,0.4075649678707123,0.4068848192691803
0.9287604093551636,0.929089367389679,0.405434787273407,0.4049351215362549
0.9255430698394775,0.925976037979126,0.40332069993019104,0.4029928743839264
0.9223288297653198,0.922870397567749,0.4012228548526764,0.4010627865791321
0.9191175699234009,0.9197637438774109,0.39914143085479736,0.3991456627845764
0.9159091114997864,0.916671872138977,0.397076278924942,0.39724084734916687
0.912703275680542,0.9135858416557312,0.3950275778770447,0.39534586668014526
0.9094997644424438,0.9104889035224915,0.3929952383041382,0.3934623599052429
0.9062986373901367,0.9073704481124878,0.3909790515899658,0.39159244298934937
0.903099536895752,0.90425705909729,0.3889789581298828,0.38973182439804077
0.8999022841453552,0.9011457562446594,0.38699519634246826,0.38788384199142456
0.8967069983482361,0.8980023860931396,0.38502752780914307,0.3860523998737335
0.8935135006904602,0.8948520421981812,0.3830757141113281,0.3842372000217438
0.8903218507766724,0.8917025923728943,0.38113933801651,0.3824334144592285
